,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
679,1104139,104139,Sunday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Friend or family member's home,Queens,Inner Queens,Friend or family member's home,61 to 180,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.303452412,Social/recreation,1,5.110324626921778,-0.2700443106199718
680,1104199,104199,Sunday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,"Entertainment event (i.e. sporting event, play, etc.)",The Bronx,Northern Bronx,"Entertainment event (i.e. sporting event, play, etc.)",6 to 10,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.23853764,Social/recreation,1,5.028626393939613,-0.9017608382245674
681,1104215,104215,Monday,Very typical,Queens,Inner Queens,AM,Queens,Inner Queens,School,Manhattan,Manhattan Core,School,56 to 60,5.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.109846903,School,1,5.088330105772385,0.09399427853275504
682,1104219,104219,Monday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Work,Manhattan,Northern Manhattan,Work,16 to 20,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.473091283,Commute to/from work,1,5.0193908185101055,-0.7093934945934837
683,1104235,104235,Monday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,Manhattan,Northern Manhattan,Work,46 to 50,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.353842031,Commute to/from work,1,4.991197236603495,-1.3883073696218466
684,1104248,104248,Monday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Doctor's office or hospital,The Bronx,Northern Bronx,Doctor's office or hospital,0 to 5,1.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic",Some high school,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,3.089458674,Medical visit (doctor's office),1,5.0055283327964935,-1.611569707633349
685,1104294,104294,Tuesday,Very typical,Queens,Middle Queens,AM,Manhattan,NOT CODED,Park/Recreational area/Gym,Queens,Middle Queens,Park/Recreational area/Gym,56 to 60,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,No,Yes,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.622347259,Shopping,1,5.11262589500546,-0.22491503811705407
686,1104309,104309,Tuesday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,Work,Manhattan,Northern Manhattan,Work,36 to 40,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.8258196059999999,Commute to/from work,1,5.005897361282037,-0.059897629360992986
687,1104322,104322,Tuesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Work,Queens,Middle Queens,Work,11 to 15,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.418252928,Commute to/from work,1,5.049770986198165,-1.0086849209572442
688,1104329,104329,Tuesday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Work,The Bronx,Northern Bronx,Work,6 to 10,3.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.529905003,Commute to/from work,1,4.998090537503902,-0.8607777142707351
689,1104340,104340,Tuesday,Very typical,The Bronx,Southern Bronx,AM,The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",6 to 10,1.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I do not have access to a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.702130556,Shopping,1,5.0270265971690336,-1.534724785315799
690,1104351,104351,Tuesday,Very typical,Queens,Inner Queens,PM,Queens,Inner Queens,Restaurant or bar,Manhattan,Manhattan Core,Restaurant or bar,16 to 20,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,0.776131001,Dining,1,5.128762012395758,-0.21950859015414345
691,1104365,104365,Tuesday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,46 to 50,4.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,5.797458671,Business,1,5.079114234871692,-0.4597819229572088
692,1104375,104375,Tuesday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Work,Queens,Middle Queens,Work,11 to 15,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Personal car,Car,No,0.429458386,Commute to/from work,1,5.072198026819193,-0.8924314569752327
693,1104393,104393,Tuesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Work,Brooklyn,Inner Brooklyn,Work,56 to 60,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,0.442537343,Commute to/from work,1,4.9958985248347645,-1.1985939261841745
694,1104394,104394,Tuesday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,46 to 50,1.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.6739894479999999,Commute to/from work,1,5.035181771555209,-1.8409093563539984
695,1104395,104395,Tuesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,Home,Manhattan,Northern Manhattan,Home,41 to 45,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.387960194,Social/recreation,1,5.1119557575444485,0.2179959483772817
696,1104398,104398,Tuesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Other,Manhattan,Manhattan Core,Other,16 to 20,4.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.6748104509999999,Other,1,5.075416180517951,0.1496010122302746
697,1104400,104400,Tuesday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Work,Staten Island,Staten Island,Work,6 to 10,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.13497767800000002,Commute to/from work,1,4.999263666650917,-1.3189602899409925
698,1104431,104431,Tuesday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Outside of New York City,Staten Island,Staten Island,Road/tunnel/bridge,61 to 180,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.249478319,Dining,1,5.044666933309597,-0.4248692087732692
699,1104442,104442,Tuesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,School,Queens,Outer Queens,School,21 to 25,6.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.671911088,Commute to/from work,1,5.086434760327926,0.5070419380417046
700,1104453,104453,Tuesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Brooklyn,Outer Brooklyn,Work,41 to 45,2.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.553859102,Commute to/from work,1,4.927523986441085,-1.3861635719018643
701,1104457,104457,Tuesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,"Entertainment event (i.e. sporting event, play, etc.)",The Bronx,Northern Bronx,"Entertainment event (i.e. sporting event, play, etc.)",61 to 180,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Express bus,Bus,Yes,0.505979809,Social/recreation,1,5.046003343838779,-0.8564131574279282
702,1104469,104469,Tuesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",11 to 15,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.8842895190000001,Shopping,1,5.043836313359941,-0.9098745823890942
703,1104476,104476,Wednesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Child's daycare facility or school,Manhattan,Manhattan Core,Child's daycare facility or school,6 to 10,1.0,Female,"$200,000 and above",No,No,No,No,No,No,No,Yes,No,65 or older,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.970707392,Personal errands,1,5.0548045177986785,-1.1963277474830838
704,1104484,104484,Wednesday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Southern Bronx,"Grocery store or market (including deli, bodega, etc.)",0 to 5,1.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,Some high school,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,2.530809258,Shopping,1,5.032217005404469,-1.3945255389256204
705,1104492,104492,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Other,Brooklyn,Inner Brooklyn,Other,11 to 15,2.0,Male,"Less than $14,999",Yes,No,Yes,No,No,Yes,No,No,No,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,4.782560153,Other,1,4.918846810486123,-1.0655256752042297
706,1104511,104511,Wednesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Doctor's office or hospital,Manhattan,Manhattan Core,Doctor's office or hospital,41 to 45,3.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Commuter rail,Commuter Rail,Yes,0.41677484,Medical visit (doctor's office),1,5.066757543670751,-0.4813236596404559
707,1104513,104513,Wednesday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Work,Brooklyn,Inner Brooklyn,Work,61 to 180,5.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.11397276,Commute to/from work,1,4.977912956066434,-0.03777418607533877
708,1104523,104523,Wednesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,16 to 20,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.784818129,Commute to/from work,1,5.049993777216601,-0.9602534663505464
709,1104528,104528,Wednesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",26 to 30,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.7851015570000001,Shopping,1,5.099570247611903,-0.7101084601093802
710,1104529,104529,Wednesday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,56 to 60,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.318947904,Shopping,1,5.0984532622840195,-0.3245588004301031
711,1104532,104532,Wednesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",61 to 180,7.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.488342209,Shopping,1,5.095910878736326,1.3622553244302644
712,1104540,104540,Wednesday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",The Bronx,Northern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",21 to 25,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.182435322,Shopping,1,4.9955568777839945,-1.2306450194134249
713,1104544,104544,Wednesday,Very typical,Queens,Inner Queens,NOON,Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",6 to 10,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,Some college but degree not received or in progress,No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,1.636591461,Shopping,1,5.0954896793982405,-0.9539919395459036
714,1104546,104546,Wednesday,Very typical,The Bronx,Northern Bronx,AM,The Bronx,Northern Bronx,Friend or family member's home,The Bronx,Northern Bronx,Friend or family member's home,0 to 5,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.27995659300000003,Personal errands,1,5.0249710718918426,-1.1334100623357004
715,1104548,104548,Wednesday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,Work,Staten Island,Staten Island,Work,41 to 45,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,0.542802872,Commute to/from work,1,5.018444447970829,-0.9029332217080728
716,1104551,104551,Wednesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Restaurant or bar,Manhattan,Manhattan Core,Restaurant or bar,41 to 45,6.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.224564811,Commute to/from work,1,5.069122288427782,0.7428655796615965
717,1104568,104568,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Manhattan,Manhattan Core,Work,56 to 60,3.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.512915087,Commute to/from work,1,4.971940835597257,-0.8312972581874517
718,1104574,104574,Wednesday,Very typical,Queens,Middle Queens,AM,Queens,Middle Queens,Doctor's office or hospital,Queens,Middle Queens,Doctor's office or hospital,6 to 10,3.0,Female,"$100,000 - $149,999",No,Yes,No,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,3.785470387,Medical visit (doctor's office),1,5.08700617309563,-0.7362853267975896
719,1104576,104576,Wednesday,Very typical,Staten Island,Staten Island,AM,Staten Island,Staten Island,School,Staten Island,Staten Island,School,16 to 20,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,2.0,2.0,2.0,No,Carpool,Car,No,0.278385588,Accompanying other traveler,1,5.04841715769825,-0.32898460346189384
